,dataset,embedding_model,agg_method,similarity,edge_constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
22,medium1k_200,minilm,mean,cosine,random10,gmm70,2.0,21.0,0.077,"{1: {'Mental Health': 6, 'Health': 7, 'Science': 19, 'Self Improvement': 3, 'Productivity': 27, 'Psychology': 5, 'Writing': 33, 'Technology': 12, 'Entrepreneurship': 14, 'Marketing': 5, 'Books': 3, 'Coronavirus': 4, 'Art': 24, 'Entertainment': 1, 'Lifestyle': 1, 'Climate Change': 1, 'Business': 3, 'Life': 1}, 2: {'CLUSTER': 19, 'Productivity': 8, 'Entrepreneurship': 6, 'Self Improvement': 2, 'Health': 9, 'Science': 7, 'Mental Health': 5, 'Psychology': 4, 'Writing': 2, 'Art': 2}, 3: {'Technology': 30, 'CLUSTER': 50, 'Productivity': 21, 'Marketing': 13, 'Art': 25, 'Writing': 22, 'Writing Tips': 4, 'Entrepreneurship': 14, 'Business': 17, 'Self Improvement': 5, 'Coronavirus': 7, 'Health': 27, 'Life': 2, 'Science': 15, 'Lifestyle': 4, 'Climate Change': 1, 'Psychology': 11, 'Life Lessons': 1, 'Mental Health': 10, 'Self-awareness': 2, 'Books': 2, 'Self': 2, 'Work': 3, 'Storytelling': 1, 'Culture': 1, 'Society': 4, 'Covid 19': 1, 'Food': 1, 'Entertainment': 1}}",
23,medium1k_200,minilm,mean,cosine,random10,gmm70,3.0,102.0,0.376,"{1: {'Mental Health': 6, 'Health': 7, 'Science': 19, 'Self Improvement': 3, 'Productivity': 27, 'Psychology': 5, 'Writing': 33, 'Technology': 12, 'Entrepreneurship': 14, 'Marketing': 5, 'Books': 3, 'Coronavirus': 4, 'Art': 24, 'Entertainment': 1, 'Lifestyle': 1, 'Climate Change': 1, 'Business': 3, 'Life': 1}, 2: {'CLUSTER': 19, 'Productivity': 8, 'Entrepreneurship': 6, 'Self Improvement': 2, 'Health': 9, 'Science': 7, 'Mental Health': 5, 'Psychology': 4, 'Writing': 2, 'Art': 2}, 3: {'Technology': 30, 'CLUSTER': 50, 'Productivity': 21, 'Marketing': 13, 'Art': 25, 'Writing': 22, 'Writing Tips': 4, 'Entrepreneurship': 14, 'Business': 17, 'Self Improvement': 5, 'Coronavirus': 7, 'Health': 27, 'Life': 2, 'Science': 15, 'Lifestyle': 4, 'Climate Change': 1, 'Psychology': 11, 'Life Lessons': 1, 'Mental Health': 10, 'Self-awareness': 2, 'Books': 2, 'Self': 2, 'Work': 3, 'Storytelling': 1, 'Culture': 1, 'Society': 4, 'Covid 19': 1, 'Food': 1, 'Entertainment': 1}}",
24,medium1k_200,minilm,mean,cosine,random25,kmeans50,1.0,40.0,0.159,"{1: {'Writing': 17, 'Art': 9, 'Psychology': 5, 'Technology': 3, 'Entertainment': 2, 'Mental Health': 3, 'Health': 4, 'Coronavirus': 1, 'Society': 1, 'Books': 2, 'Productivity': 8, 'Marketing': 6, 'Entrepreneurship': 5, 'Self Improvement': 4, 'Business': 1, 'Storytelling': 1, 'Science': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Technology': 21, 'Science': 15, 'Coronavirus': 7, 'Health': 19, 'Art': 16, 'Mental Health': 13, 'Writing': 12, 'Business': 14, 'Entrepreneurship': 10, 'Psychology': 12, 'Life Lessons': 3, 'Work': 4, 'Lifestyle': 6, 'Entertainment': 5, 'Self-awareness': 3, 'Life': 5, 'Self': 2}, 3: {'Technology': 49, 'Climate Change': 4, 'Science': 38, 'Productivity': 39, 'CLUSTER': 8, 'Coronavirus': 11, 'Entrepreneurship': 23, 'Psychology': 33, 'Business': 29, 'Mental Health': 27, 'Writing': 41, 'Art': 41, 'Life Lessons': 4, 'Self Improvement': 8, 'Health': 35, 'Culture': 7, 'Marketing': 18, 'Work': 5, 'Storytelling': 4, 'Writing Tips': 3, 'Society': 9, 'Lifestyle': 6, 'Books': 6, 'Relationships': 4, 'Entertainment': 5, 'Self-awareness': 4, 'Finance': 1, 'Life': 5, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Food': 1, 'Education': 2}}",
25,medium1k_200,minilm,mean,cosine,random25,kmeans50,2.0,41.0,0.163,"{1: {'Writing': 17, 'Art': 9, 'Psychology': 5, 'Technology': 3, 'Entertainment': 2, 'Mental Health': 3, 'Health': 4, 'Coronavirus': 1, 'Society': 1, 'Books': 2, 'Productivity': 8, 'Marketing': 6, 'Entrepreneurship': 5, 'Self Improvement': 4, 'Business': 1, 'Storytelling': 1, 'Science': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Technology': 21, 'Science': 15, 'Coronavirus': 7, 'Health': 19, 'Art': 16, 'Mental Health': 13, 'Writing': 12, 'Business': 14, 'Entrepreneurship': 10, 'Psychology': 12, 'Life Lessons': 3, 'Work': 4, 'Lifestyle': 6, 'Entertainment': 5, 'Self-awareness': 3, 'Life': 5, 'Self': 2}, 3: {'Technology': 49, 'Climate Change': 4, 'Science': 38, 'Productivity': 39, 'CLUSTER': 8, 'Coronavirus': 11, 'Entrepreneurship': 23, 'Psychology': 33, 'Business': 29, 'Mental Health': 27, 'Writing': 41, 'Art': 41, 'Life Lessons': 4, 'Self Improvement': 8, 'Health': 35, 'Culture': 7, 'Marketing': 18, 'Work': 5, 'Storytelling': 4, 'Writing Tips': 3, 'Society': 9, 'Lifestyle': 6, 'Books': 6, 'Relationships': 4, 'Entertainment': 5, 'Self-awareness': 4, 'Finance': 1, 'Life': 5, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Food': 1, 'Education': 2}}",
26,medium1k_200,minilm,mean,cosine,random25,kmeans50,3.0,152.0,0.606,"{1: {'Writing': 17, 'Art': 9, 'Psychology': 5, 'Technology': 3, 'Entertainment': 2, 'Mental Health': 3, 'Health': 4, 'Coronavirus': 1, 'Society': 1, 'Books': 2, 'Productivity': 8, 'Marketing': 6, 'Entrepreneurship': 5, 'Self Improvement': 4, 'Business': 1, 'Storytelling': 1, 'Science': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Technology': 21, 'Science': 15, 'Coronavirus': 7, 'Health': 19, 'Art': 16, 'Mental Health': 13, 'Writing': 12, 'Business': 14, 'Entrepreneurship': 10, 'Psychology': 12, 'Life Lessons': 3, 'Work': 4, 'Lifestyle': 6, 'Entertainment': 5, 'Self-awareness': 3, 'Life': 5, 'Self': 2}, 3: {'Technology': 49, 'Climate Change': 4, 'Science': 38, 'Productivity': 39, 'CLUSTER': 8, 'Coronavirus': 11, 'Entrepreneurship': 23, 'Psychology': 33, 'Business': 29, 'Mental Health': 27, 'Writing': 41, 'Art': 41, 'Life Lessons': 4, 'Self Improvement': 8, 'Health': 35, 'Culture': 7, 'Marketing': 18, 'Work': 5, 'Storytelling': 4, 'Writing Tips': 3, 'Society': 9, 'Lifestyle': 6, 'Books': 6, 'Relationships': 4, 'Entertainment': 5, 'Self-awareness': 4, 'Finance': 1, 'Life': 5, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Food': 1, 'Education': 2}}",
27,medium1k_200,minilm,mean,cosine,random25,kmeans70,1.0,45.0,0.166,"{1: {'Psychology': 11, 'Art': 15, 'Writing': 18, 'Mental Health': 6, 'Technology': 6, 'Health': 5, 'Science': 3, 'Productivity': 11, 'Entrepreneurship': 4, 'Business': 2, 'Marketing': 1, 'Books': 2}, 2: {'Coronavirus': 6, 'Productivity': 12, 'Work': 6, 'Health': 17, 'Art': 11, 'CLUSTER': 39, 'Writing': 9, 'Mental Health': 11, 'Business': 12, 'Technology': 20, 'Entrepreneurship': 9, 'Psychology': 14, 'Science': 12, 'Self Improvement': 7, 'Entertainment': 3, 'Self-awareness': 2, 'Life Lessons': 1, 'Self': 1}, 3: {'Productivity': 43, 'Life': 6, 'Business': 30, 'Art': 50, 'Health': 35, 'Science': 32, 'Psychology': 28, 'Lifestyle': 7, 'Coronavirus': 12, 'Entrepreneurship': 26, 'Writing': 51, 'Technology': 45, 'Mental Health': 20, 'Writing Tips': 4, 'Work': 7, 'CLUSTER': 30, 'Marketing': 18, 'Culture': 3, 'Self Improvement': 16, 'Entertainment': 3, 'Books': 9, 'Climate Change': 2, 'Covid 19': 4, 'Society': 4, 'Storytelling': 3, 'Education': 2, 'Self-awareness': 3, 'Food': 1, 'Life Lessons': 1, 'Self': 1}}",
28,medium1k_200,minilm,mean,cosine,random25,kmeans70,2.0,39.0,0.144,"{1: {'Psychology': 11, 'Art': 15, 'Writing': 18, 'Mental Health': 6, 'Technology': 6, 'Health': 5, 'Science': 3, 'Productivity': 11, 'Entrepreneurship': 4, 'Business': 2, 'Marketing': 1, 'Books': 2}, 2: {'Coronavirus': 6, 'Productivity': 12, 'Work': 6, 'Health': 17, 'Art': 11, 'CLUSTER': 39, 'Writing': 9, 'Mental Health': 11, 'Business': 12, 'Technology': 20, 'Entrepreneurship': 9, 'Psychology': 14, 'Science': 12, 'Self Improvement': 7, 'Entertainment': 3, 'Self-awareness': 2, 'Life Lessons': 1, 'Self': 1}, 3: {'Productivity': 43, 'Life': 6, 'Business': 30, 'Art': 50, 'Health': 35, 'Science': 32, 'Psychology': 28, 'Lifestyle': 7, 'Coronavirus': 12, 'Entrepreneurship': 26, 'Writing': 51, 'Technology': 45, 'Mental Health': 20, 'Writing Tips': 4, 'Work': 7, 'CLUSTER': 30, 'Marketing': 18, 'Culture': 3, 'Self Improvement': 16, 'Entertainment': 3, 'Books': 9, 'Climate Change': 2, 'Covid 19': 4, 'Society': 4, 'Storytelling': 3, 'Education': 2, 'Self-awareness': 3, 'Food': 1, 'Life Lessons': 1, 'Self': 1}}",
29,medium1k_200,minilm,mean,cosine,random25,kmeans70,3.0,149.0,0.55,"{1: {'Psychology': 11, 'Art': 15, 'Writing': 18, 'Mental Health': 6, 'Technology': 6, 'Health': 5, 'Science': 3, 'Productivity': 11, 'Entrepreneurship': 4, 'Business': 2, 'Marketing': 1, 'Books': 2}, 2: {'Coronavirus': 6, 'Productivity': 12, 'Work': 6, 'Health': 17, 'Art': 11, 'CLUSTER': 39, 'Writing': 9, 'Mental Health': 11, 'Business': 12, 'Technology': 20, 'Entrepreneurship': 9, 'Psychology': 14, 'Science': 12, 'Self Improvement': 7, 'Entertainment': 3, 'Self-awareness': 2, 'Life Lessons': 1, 'Self': 1}, 3: {'Productivity': 43, 'Life': 6, 'Business': 30, 'Art': 50, 'Health': 35, 'Science': 32, 'Psychology': 28, 'Lifestyle': 7, 'Coronavirus': 12, 'Entrepreneurship': 26, 'Writing': 51, 'Technology': 45, 'Mental Health': 20, 'Writing Tips': 4, 'Work': 7, 'CLUSTER': 30, 'Marketing': 18, 'Culture': 3, 'Self Improvement': 16, 'Entertainment': 3, 'Books': 9, 'Climate Change': 2, 'Covid 19': 4, 'Society': 4, 'Storytelling': 3, 'Education': 2, 'Self-awareness': 3, 'Food': 1, 'Life Lessons': 1, 'Self': 1}}",
30,medium1k_200,minilm,mean,cosine,random25,gmm50,1.0,10.0,0.04,"{1: {'Mental Health': 4, 'Health': 7, 'Science': 3, 'Self Improvement': 3, 'Society': 1, 'Psychology': 1, 'Self': 1, 'Writing': 2, 'Productivity': 1, 'Business': 2, 'Marketing': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Science': 19, 'Health': 23, 'Entrepreneurship': 11, 'Self Improvement': 6, 'Mental Health': 16, 'Psychology': 15}, 3: {'Productivity': 60, 'Marketing': 26, 'Art': 71, 'Writing': 69, 'Technology': 55, 'Business': 32, 'CLUSTER': 8, 'Lifestyle': 8, 'Science': 37, 'Climate Change': 4, 'Entrepreneurship': 33, 'Storytelling': 5, 'Self Improvement': 18, 'Books': 13, 'Work': 9, 'Health': 39, 'Society': 8, 'Culture': 5, 'Writing Tips': 5, 'Coronavirus': 12, 'Mental Health': 32, 'Entertainment': 7, 'Psychology': 38, 'Covid 19': 6, 'Self': 2, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Education': 2, 'Life': 5, 'Relationships': 3, 'Food': 1}}",
31,medium1k_200,minilm,mean,cosine,random25,gmm50,2.0,41.0,0.163,"{1: {'Mental Health': 4, 'Health': 7, 'Science': 3, 'Self Improvement': 3, 'Society': 1, 'Psychology': 1, 'Self': 1, 'Writing': 2, 'Productivity': 1, 'Business': 2, 'Marketing': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Science': 19, 'Health': 23, 'Entrepreneurship': 11, 'Self Improvement': 6, 'Mental Health': 16, 'Psychology': 15}, 3: {'Productivity': 60, 'Marketing': 26, 'Art': 71, 'Writing': 69, 'Technology': 55, 'Business': 32, 'CLUSTER': 8, 'Lifestyle': 8, 'Science': 37, 'Climate Change': 4, 'Entrepreneurship': 33, 'Storytelling': 5, 'Self Improvement': 18, 'Books': 13, 'Work': 9, 'Health': 39, 'Society': 8, 'Culture': 5, 'Writing Tips': 5, 'Coronavirus': 12, 'Mental Health': 32, 'Entertainment': 7, 'Psychology': 38, 'Covid 19': 6, 'Self': 2, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Education': 2, 'Life': 5, 'Relationships': 3, 'Food': 1}}",
32,medium1k_200,minilm,mean,cosine,random25,gmm50,3.0,187.0,0.745,"{1: {'Mental Health': 4, 'Health': 7, 'Science': 3, 'Self Improvement': 3, 'Society': 1, 'Psychology': 1, 'Self': 1, 'Writing': 2, 'Productivity': 1, 'Business': 2, 'Marketing': 1}, 2: {'CLUSTER': 41, 'Productivity': 14, 'Science': 19, 'Health': 23, 'Entrepreneurship': 11, 'Self Improvement': 6, 'Mental Health': 16, 'Psychology': 15}, 3: {'Productivity': 60, 'Marketing': 26, 'Art': 71, 'Writing': 69, 'Technology': 55, 'Business': 32, 'CLUSTER': 8, 'Lifestyle': 8, 'Science': 37, 'Climate Change': 4, 'Entrepreneurship': 33, 'Storytelling': 5, 'Self Improvement': 18, 'Books': 13, 'Work': 9, 'Health': 39, 'Society': 8, 'Culture': 5, 'Writing Tips': 5, 'Coronavirus': 12, 'Mental Health': 32, 'Entertainment': 7, 'Psychology': 38, 'Covid 19': 6, 'Self': 2, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Education': 2, 'Life': 5, 'Relationships': 3, 'Food': 1}}",
33,medium1k_200,minilm,mean,cosine,random25,gmm70,1.0,52.0,0.192,"{1: {'Health': 6, 'Science': 5, 'Self Improvement': 3, 'Mental Health': 6, 'Psychology': 4, 'Writing': 33, 'Productivity': 18, 'Technology': 7, 'Entrepreneurship': 7, 'Marketing': 7, 'Art': 22, 'Writing Tips': 1}, 2: {'CLUSTER': 45, 'Health': 22, 'Science': 20, 'Psychology': 16, 'Mental Health': 15, 'Productivity': 9, 'Entrepreneurship': 6, 'Self Improvement': 6}, 3: {'Health': 40, 'Science': 39, 'Lifestyle': 8, 'Climate Change': 4, 'CLUSTER': 24, 'Marketing': 15, 'Psychology': 32, 'Business': 25, 'Art': 37, 'Storytelling': 2, 'Coronavirus': 12, 'Culture': 5, 'Mental Health': 23, 'Writing': 30, 'Entertainment': 6, 'Work': 7, 'Productivity': 30, 'Technology': 33, 'Entrepreneurship': 14, 'Society': 6, 'Life': 5, 'Covid 19': 6, 'Self': 2, 'Life Lessons': 2, 'Self Improvement': 10, 'Self-awareness': 3, 'Books': 8, 'Writing Tips': 1, 'Food': 1, 'Education': 1}}",
34,medium1k_200,minilm,mean,cosine,random25,gmm70,2.0,45.0,0.166,"{1: {'Health': 6, 'Science': 5, 'Self Improvement': 3, 'Mental Health': 6, 'Psychology': 4, 'Writing': 33, 'Productivity': 18, 'Technology': 7, 'Entrepreneurship': 7, 'Marketing': 7, 'Art': 22, 'Writing Tips': 1}, 2: {'CLUSTER': 45, 'Health': 22, 'Science': 20, 'Psychology': 16, 'Mental Health': 15, 'Productivity': 9, 'Entrepreneurship': 6, 'Self Improvement': 6}, 3: {'Health': 40, 'Science': 39, 'Lifestyle': 8, 'Climate Change': 4, 'CLUSTER': 24, 'Marketing': 15, 'Psychology': 32, 'Business': 25, 'Art': 37, 'Storytelling': 2, 'Coronavirus': 12, 'Culture': 5, 'Mental Health': 23, 'Writing': 30, 'Entertainment': 6, 'Work': 7, 'Productivity': 30, 'Technology': 33, 'Entrepreneurship': 14, 'Society': 6, 'Life': 5, 'Covid 19': 6, 'Self': 2, 'Life Lessons': 2, 'Self Improvement': 10, 'Self-awareness': 3, 'Books': 8, 'Writing Tips': 1, 'Food': 1, 'Education': 1}}",
35,medium1k_200,minilm,mean,cosine,random25,gmm70,3.0,143.0,0.528,"{1: {'Health': 6, 'Science': 5, 'Self Improvement': 3, 'Mental Health': 6, 'Psychology': 4, 'Writing': 33, 'Productivity': 18, 'Technology': 7, 'Entrepreneurship': 7, 'Marketing': 7, 'Art': 22, 'Writing Tips': 1}, 2: {'CLUSTER': 45, 'Health': 22, 'Science': 20, 'Psychology': 16, 'Mental Health': 15, 'Productivity': 9, 'Entrepreneurship': 6, 'Self Improvement': 6}, 3: {'Health': 40, 'Science': 39, 'Lifestyle': 8, 'Climate Change': 4, 'CLUSTER': 24, 'Marketing': 15, 'Psychology': 32, 'Business': 25, 'Art': 37, 'Storytelling': 2, 'Coronavirus': 12, 'Culture': 5, 'Mental Health': 23, 'Writing': 30, 'Entertainment': 6, 'Work': 7, 'Productivity': 30, 'Technology': 33, 'Entrepreneurship': 14, 'Society': 6, 'Life': 5, 'Covid 19': 6, 'Self': 2, 'Life Lessons': 2, 'Self Improvement': 10, 'Self-awareness': 3, 'Books': 8, 'Writing Tips': 1, 'Food': 1, 'Education': 1}}",
36,medium1k_200,minilm,mean,cosine,knn50,kmeans50,1.0,11.0,0.044,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 4}, 2: {'Coronavirus': 8, 'Productivity': 18, 'Work': 6, 'Self-awareness': 4, 'Health': 24, 'Art': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Writing': 17, 'Business': 16, 'Entrepreneurship': 14, 'Psychology': 16, 'Life Lessons': 3, 'Life': 5, 'Technology': 23, 'Science': 18, 'Entertainment': 6, 'Self': 2, 'Lifestyle': 6}, 3: {'Productivity': 53, 'Work': 7, 'Art': 63, 'Writing': 67, 'Entrepreneurship': 32, 'Books': 14, 'Life': 5, 'Storytelling': 6, 'Self Improvement': 21, 'Coronavirus': 13, 'Mental Health': 34, 'Health': 44, 'Self-awareness': 6, 'Psychology': 38, 'Marketing': 27, 'Business': 33, 'Life Lessons': 4, 'Society': 11, 'Education': 2, 'Culture': 9, 'Technology': 52, 'Science': 40, 'Relationships': 4, 'Entertainment': 8, 'Finance': 1, 'Writing Tips': 5, 'Self': 3, 'LGBTQ': 1, 'Covid 19': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Food': 1}}",
37,medium1k_200,minilm,mean,cosine,knn50,kmeans50,2.0,49.0,0.195,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 4}, 2: {'Coronavirus': 8, 'Productivity': 18, 'Work': 6, 'Self-awareness': 4, 'Health': 24, 'Art': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Writing': 17, 'Business': 16, 'Entrepreneurship': 14, 'Psychology': 16, 'Life Lessons': 3, 'Life': 5, 'Technology': 23, 'Science': 18, 'Entertainment': 6, 'Self': 2, 'Lifestyle': 6}, 3: {'Productivity': 53, 'Work': 7, 'Art': 63, 'Writing': 67, 'Entrepreneurship': 32, 'Books': 14, 'Life': 5, 'Storytelling': 6, 'Self Improvement': 21, 'Coronavirus': 13, 'Mental Health': 34, 'Health': 44, 'Self-awareness': 6, 'Psychology': 38, 'Marketing': 27, 'Business': 33, 'Life Lessons': 4, 'Society': 11, 'Education': 2, 'Culture': 9, 'Technology': 52, 'Science': 40, 'Relationships': 4, 'Entertainment': 8, 'Finance': 1, 'Writing Tips': 5, 'Self': 3, 'LGBTQ': 1, 'Covid 19': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Food': 1}}",
38,medium1k_200,minilm,mean,cosine,knn50,kmeans50,3.0,185.0,0.737,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 4}, 2: {'Coronavirus': 8, 'Productivity': 18, 'Work': 6, 'Self-awareness': 4, 'Health': 24, 'Art': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Writing': 17, 'Business': 16, 'Entrepreneurship': 14, 'Psychology': 16, 'Life Lessons': 3, 'Life': 5, 'Technology': 23, 'Science': 18, 'Entertainment': 6, 'Self': 2, 'Lifestyle': 6}, 3: {'Productivity': 53, 'Work': 7, 'Art': 63, 'Writing': 67, 'Entrepreneurship': 32, 'Books': 14, 'Life': 5, 'Storytelling': 6, 'Self Improvement': 21, 'Coronavirus': 13, 'Mental Health': 34, 'Health': 44, 'Self-awareness': 6, 'Psychology': 38, 'Marketing': 27, 'Business': 33, 'Life Lessons': 4, 'Society': 11, 'Education': 2, 'Culture': 9, 'Technology': 52, 'Science': 40, 'Relationships': 4, 'Entertainment': 8, 'Finance': 1, 'Writing Tips': 5, 'Self': 3, 'LGBTQ': 1, 'Covid 19': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Food': 1}}",
39,medium1k_200,minilm,mean,cosine,knn50,kmeans70,1.0,10.0,0.037,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'Coronavirus': 9, 'Productivity': 18, 'Work': 8, 'Health': 28, 'Art': 24, 'CLUSTER': 67, 'Writing': 17, 'Mental Health': 20, 'Business': 22, 'Technology': 28, 'Entrepreneurship': 14, 'Psychology': 22, 'Science': 20, 'Self-awareness': 5, 'Self Improvement': 10, 'Life Lessons': 3, 'Entertainment': 6, 'Self': 2}, 3: {'Productivity': 55, 'Life': 6, 'Business': 33, 'Art': 65, 'Health': 45, 'Science': 38, 'Psychology': 37, 'Lifestyle': 8, 'Coronavirus': 12, 'Entrepreneurship': 32, 'Writing': 68, 'Technology': 52, 'Mental Health': 33, 'Writing Tips': 5, 'Work': 8, 'Marketing': 27, 'Books': 14, 'Self Improvement': 20, 'Storytelling': 6, 'Society': 11, 'Education': 2, 'Self-awareness': 6, 'CLUSTER': 2, 'Finance': 1, 'Life Lessons': 4, 'Culture': 9, 'Relationships': 4, 'Entertainment': 8, 'Self': 3, 'LGBTQ': 1, 'Climate Change': 4, 'Covid 19': 6, 'Food': 1}}",
40,medium1k_200,minilm,mean,cosine,knn50,kmeans70,2.0,67.0,0.247,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'Coronavirus': 9, 'Productivity': 18, 'Work': 8, 'Health': 28, 'Art': 24, 'CLUSTER': 67, 'Writing': 17, 'Mental Health': 20, 'Business': 22, 'Technology': 28, 'Entrepreneurship': 14, 'Psychology': 22, 'Science': 20, 'Self-awareness': 5, 'Self Improvement': 10, 'Life Lessons': 3, 'Entertainment': 6, 'Self': 2}, 3: {'Productivity': 55, 'Life': 6, 'Business': 33, 'Art': 65, 'Health': 45, 'Science': 38, 'Psychology': 37, 'Lifestyle': 8, 'Coronavirus': 12, 'Entrepreneurship': 32, 'Writing': 68, 'Technology': 52, 'Mental Health': 33, 'Writing Tips': 5, 'Work': 8, 'Marketing': 27, 'Books': 14, 'Self Improvement': 20, 'Storytelling': 6, 'Society': 11, 'Education': 2, 'Self-awareness': 6, 'CLUSTER': 2, 'Finance': 1, 'Life Lessons': 4, 'Culture': 9, 'Relationships': 4, 'Entertainment': 8, 'Self': 3, 'LGBTQ': 1, 'Climate Change': 4, 'Covid 19': 6, 'Food': 1}}",
41,medium1k_200,minilm,mean,cosine,knn50,kmeans70,3.0,187.0,0.69,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'Coronavirus': 9, 'Productivity': 18, 'Work': 8, 'Health': 28, 'Art': 24, 'CLUSTER': 67, 'Writing': 17, 'Mental Health': 20, 'Business': 22, 'Technology': 28, 'Entrepreneurship': 14, 'Psychology': 22, 'Science': 20, 'Self-awareness': 5, 'Self Improvement': 10, 'Life Lessons': 3, 'Entertainment': 6, 'Self': 2}, 3: {'Productivity': 55, 'Life': 6, 'Business': 33, 'Art': 65, 'Health': 45, 'Science': 38, 'Psychology': 37, 'Lifestyle': 8, 'Coronavirus': 12, 'Entrepreneurship': 32, 'Writing': 68, 'Technology': 52, 'Mental Health': 33, 'Writing Tips': 5, 'Work': 8, 'Marketing': 27, 'Books': 14, 'Self Improvement': 20, 'Storytelling': 6, 'Society': 11, 'Education': 2, 'Self-awareness': 6, 'CLUSTER': 2, 'Finance': 1, 'Life Lessons': 4, 'Culture': 9, 'Relationships': 4, 'Entertainment': 8, 'Self': 3, 'LGBTQ': 1, 'Climate Change': 4, 'Covid 19': 6, 'Food': 1}}",
42,medium1k_200,minilm,mean,cosine,knn50,gmm50,1.0,4.0,0.016,"{1: {'Mental Health': 3, 'Health': 4, 'Self Improvement': 3, 'Science': 3}, 2: {'Productivity': 15, 'CLUSTER': 49, 'Mental Health': 18, 'Entrepreneurship': 11, 'Psychology': 18, 'Science': 22, 'Health': 26, 'Self Improvement': 6}, 3: {'Writing': 71, 'Productivity': 61, 'Art': 71, 'Entrepreneurship': 33, 'Psychology': 42, 'Mental Health': 35, 'Technology': 56, 'Work': 10, 'Science': 41, 'Life': 6, 'Business': 34, 'Health': 45, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Self-awareness': 7, 'Self Improvement': 18, 'Books': 14, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Society': 11, 'Entertainment': 9, 'Finance': 1, 'Storytelling': 6, 'Culture': 9, 'LGBTQ': 1, 'Covid 19': 6, 'Food': 1, 'Relationships': 4, 'Climate Change': 4}}",
43,medium1k_200,minilm,mean,cosine,knn50,gmm50,2.0,49.0,0.195,"{1: {'Mental Health': 3, 'Health': 4, 'Self Improvement': 3, 'Science': 3}, 2: {'Productivity': 15, 'CLUSTER': 49, 'Mental Health': 18, 'Entrepreneurship': 11, 'Psychology': 18, 'Science': 22, 'Health': 26, 'Self Improvement': 6}, 3: {'Writing': 71, 'Productivity': 61, 'Art': 71, 'Entrepreneurship': 33, 'Psychology': 42, 'Mental Health': 35, 'Technology': 56, 'Work': 10, 'Science': 41, 'Life': 6, 'Business': 34, 'Health': 45, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Self-awareness': 7, 'Self Improvement': 18, 'Books': 14, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Society': 11, 'Entertainment': 9, 'Finance': 1, 'Storytelling': 6, 'Culture': 9, 'LGBTQ': 1, 'Covid 19': 6, 'Food': 1, 'Relationships': 4, 'Climate Change': 4}}",
44,medium1k_200,minilm,mean,cosine,knn50,gmm50,3.0,196.0,0.781,"{1: {'Mental Health': 3, 'Health': 4, 'Self Improvement': 3, 'Science': 3}, 2: {'Productivity': 15, 'CLUSTER': 49, 'Mental Health': 18, 'Entrepreneurship': 11, 'Psychology': 18, 'Science': 22, 'Health': 26, 'Self Improvement': 6}, 3: {'Writing': 71, 'Productivity': 61, 'Art': 71, 'Entrepreneurship': 33, 'Psychology': 42, 'Mental Health': 35, 'Technology': 56, 'Work': 10, 'Science': 41, 'Life': 6, 'Business': 34, 'Health': 45, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Self-awareness': 7, 'Self Improvement': 18, 'Books': 14, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Society': 11, 'Entertainment': 9, 'Finance': 1, 'Storytelling': 6, 'Culture': 9, 'LGBTQ': 1, 'Covid 19': 6, 'Food': 1, 'Relationships': 4, 'Climate Change': 4}}",
